exception_id,payment_id,customer_id,account_id,exception_timestamp,exception_date,exception_type,exception_reason_code,exception_reason_description,severity,exception_status,assigned_team,assigned_analyst_id,resolution_status,resolution_code,resolved_timestamp,sla_due_timestamp,high_value_flag,requires_manual_review
EXC_SYN_0001051,PAY_SYN_0006000,CUST_DEMO_001,ACCT_DEMO_001,2026-01-12T13:58:00,2026-01-12,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-01-12T15:58:00,2026-01-12T21:58:00,TRUE,FALSE
EXC_SYN_0001052,PAY_SYN_0016837,CUST_SYN_000470,ACCT_SYN_000470,2026-02-17T21:30:00,2026-02-17,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2026-02-18T01:30:00,TRUE,TRUE
EXC_SYN_0001053,PAY_SYN_0009043,CUST_SYN_000092,ACCT_SYN_000092,2025-12-05T11:25:00,2025-12-05,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2025-12-05T12:25:00,2025-12-05T19:25:00,FALSE,TRUE
EXC_SYN_0001054,PAY_SYN_0016023,CUST_SYN_000352,ACCT_SYN_000352,2026-02-04T11:58:00,2026-02-04,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2026-02-04T13:58:00,2026-02-04T19:58:00,TRUE,TRUE
EXC_SYN_0001055,PAY_SYN_0003871,CUST_SYN_000728,ACCT_SYN_000728,2026-01-06T10:27:00,2026-01-06,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-06T13:27:00,2026-01-06T18:27:00,TRUE,FALSE
EXC_SYN_0001056,PAY_SYN_0003361,CUST_SYN_000358,ACCT_SYN_001358,2026-01-11T10:10:00,2026-01-11,VALIDATION,R001,Payment instruction failed validation,MEDIUM,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2026-01-11T18:10:00,FALSE,TRUE
EXC_SYN_0001057,PAY_SYN_0004822,CUST_SYN_000415,ACCT_SYN_001415,2025-11-16T11:50:00,2025-11-16,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2025-11-16T18:57:00,2025-11-16T15:50:00,FALSE,TRUE
EXC_SYN_0001058,PAY_SYN_0016270,CUST_SYN_000491,ACCT_SYN_000491,2026-02-04T09:39:00,2026-02-04,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2026-02-04T12:39:00,2026-02-04T17:39:00,TRUE,TRUE
EXC_SYN_0001059,PAY_SYN_0007061,CUST_SYN_000258,ACCT_SYN_000258,2025-12-23T11:29:00,2025-12-23,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-12-23T12:29:00,2025-12-23T19:29:00,TRUE,FALSE
EXC_SYN_0001060,PAY_SYN_0019043,CUST_SYN_000092,ACCT_SYN_001092,2025-12-05T13:36:00,2025-12-05,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2025-12-05T17:36:00,TRUE,TRUE
EXC_SYN_0001061,PAY_SYN_0016981,CUST_SYN_000298,ACCT_SYN_001298,2026-02-11T11:15:00,2026-02-11,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-02-11T14:15:00,2026-02-11T15:15:00,TRUE,TRUE
EXC_SYN_0001062,PAY_SYN_0009492,CUST_SYN_000205,ACCT_SYN_000205,2025-12-19T12:45:00,2025-12-19,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2025-12-19T13:45:00,2025-12-19T20:45:00,FALSE,FALSE
EXC_SYN_0001063,PAY_SYN_0022482,CUST_SYN_000835,ACCT_SYN_000835,2026-01-21T13:28:00,2026-01-21,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-01-21T15:28:00,2026-01-21T17:28:00,TRUE,TRUE
EXC_SYN_0001064,PAY_SYN_0017890,CUST_SYN_000431,ACCT_SYN_000431,2025-12-27T10:57:00,2025-12-27,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2025-12-27T18:57:00,TRUE,TRUE
EXC_SYN_0001065,PAY_SYN_0006731,CUST_SYN_000048,ACCT_SYN_000048,2025-12-02T12:17:00,2025-12-02,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2025-12-02T13:17:00,2025-12-02T20:17:00,TRUE,TRUE
EXC_SYN_0001066,PAY_SYN_0021493,CUST_SYN_000242,ACCT_SYN_000242,2025-11-28T14:44:00,2025-11-28,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2025-11-28T16:44:00,2025-11-28T22:44:00,FALSE,FALSE
EXC_SYN_0001067,PAY_SYN_0006119,CUST_SYN_000404,ACCT_SYN_001404,2025-12-18T21:19:00,2025-12-18,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2025-12-19T00:19:00,2025-12-19T05:19:00,TRUE,TRUE
EXC_SYN_0001068,PAY_SYN_0001022,CUST_SYN_000315,ACCT_SYN_000315,2026-01-03T13:53:00,2026-01-03,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-01-03T17:53:00,FALSE,TRUE
EXC_SYN_0001069,PAY_SYN_0015959,CUST_SYN_000984,ACCT_SYN_000984,2025-12-17T21:45:00,2025-12-17,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2025-12-17T23:45:00,2025-12-18T05:45:00,TRUE,TRUE
EXC_SYN_0001070,PAY_SYN_0024401,CUST_SYN_000338,ACCT_SYN_001338,2026-01-11T13:52:00,2026-01-11,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-01-11T16:52:00,2026-01-11T21:52:00,TRUE,FALSE
EXC_SYN_0001071,PAY_SYN_0004097,CUST_SYN_000090,ACCT_SYN_000090,2025-12-16T20:17:00,2025-12-16,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2025-12-17T03:38:00,2025-12-17T00:17:00,FALSE,TRUE
EXC_SYN_0001072,PAY_SYN_0003248,CUST_SYN_000177,ACCT_SYN_000177,2026-03-03T21:27:00,2026-03-03,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2026-03-04T01:27:00,FALSE,TRUE
EXC_SYN_0001073,PAY_SYN_0012071,CUST_SYN_000128,ACCT_SYN_001128,2026-02-20T14:01:00,2026-02-20,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2026-02-20T17:01:00,2026-02-20T22:01:00,TRUE,FALSE
EXC_SYN_0001074,PAY_SYN_0009377,CUST_SYN_000450,ACCT_SYN_000450,2025-11-18T20:56:00,2025-11-18,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2025-11-18T21:56:00,2025-11-19T00:56:00,FALSE,TRUE
EXC_SYN_0001075,PAY_SYN_0009988,CUST_SYN_000557,ACCT_SYN_000557,2026-01-31T21:26:00,2026-01-31,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-31T23:26:00,2026-02-01T05:26:00,TRUE,TRUE
EXC_SYN_0001076,PAY_SYN_0019534,CUST_SYN_000259,ACCT_SYN_001259,2026-01-03T18:21:00,2026-01-03,CURRENCY,R010,Currency handling exception,MEDIUM,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2026-01-04T02:21:00,TRUE,TRUE
EXC_SYN_0001077,PAY_SYN_0004336,CUST_SYN_000433,ACCT_SYN_001433,2026-01-13T20:28:00,2026-01-13,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2026-01-13T21:28:00,2026-01-14T04:28:00,TRUE,FALSE
EXC_SYN_0001078,PAY_SYN_0003657,CUST_SYN_000310,ACCT_SYN_000310,2026-03-09T21:28:00,2026-03-09,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2026-03-10T08:56:00,2026-03-10T05:28:00,TRUE,TRUE
EXC_SYN_0001079,PAY_SYN_0002985,CUST_SYN_000946,ACCT_SYN_000946,2025-11-27T19:17:00,2025-11-27,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-11-27T22:17:00,2025-11-27T23:17:00,FALSE,TRUE
EXC_SYN_0001080,PAY_SYN_0012381,CUST_SYN_000598,ACCT_SYN_000598,2026-02-26T09:42:00,2026-02-26,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2026-02-26T17:42:00,FALSE,TRUE
EXC_SYN_0001081,PAY_SYN_0017800,CUST_SYN_000101,ACCT_SYN_000101,2026-03-05T09:08:00,2026-03-05,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-03-05T11:08:00,2026-03-05T17:08:00,TRUE,FALSE
EXC_SYN_0001082,PAY_SYN_0019921,CUST_SYN_000578,ACCT_SYN_000578,2026-03-05T09:48:00,2026-03-05,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2026-03-05T12:48:00,2026-03-05T13:48:00,TRUE,TRUE
EXC_SYN_0001083,PAY_SYN_0017743,CUST_SYN_000992,ACCT_SYN_000992,2026-01-06T11:55:00,2026-01-06,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-01-06T12:55:00,2026-01-06T15:55:00,TRUE,TRUE
EXC_SYN_0001084,PAY_SYN_0023727,CUST_SYN_000400,ACCT_SYN_000400,2026-01-30T16:16:00,2026-01-30,SYSTEM,R007,Processing system unavailable,MEDIUM,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2026-01-31T00:16:00,TRUE,FALSE
EXC_SYN_0001085,PAY_SYN_0021136,CUST_SYN_000533,ACCT_SYN_000533,2026-02-13T16:12:00,2026-02-13,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2026-02-13T20:47:00,2026-02-13T20:12:00,FALSE,TRUE
EXC_SYN_0001086,PAY_SYN_0021328,CUST_SYN_000137,ACCT_SYN_000137,2025-12-05T17:49:00,2025-12-05,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2025-12-05T18:49:00,2025-12-06T01:49:00,TRUE,TRUE
EXC_SYN_0001087,PAY_SYN_0016732,CUST_SYN_000085,ACCT_SYN_001085,2026-02-18T11:50:00,2026-02-18,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2026-02-18T13:50:00,2026-02-18T19:50:00,TRUE,TRUE
EXC_SYN_0001088,PAY_SYN_0008837,CUST_SYN_000470,ACCT_SYN_001470,2025-12-03T17:58:00,2025-12-03,SETTLEMENT,R011,Settlement confirmation delayed,LOW,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2025-12-04T01:58:00,FALSE,FALSE
EXC_SYN_0001089,PAY_SYN_0001036,CUST_SYN_000833,ACCT_SYN_000833,2026-03-04T17:04:00,2026-03-04,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2026-03-04T18:04:00,2026-03-05T01:04:00,FALSE,TRUE
EXC_SYN_0001090,PAY_SYN_0023754,CUST_SYN_000399,ACCT_SYN_001399,2026-02-25T14:43:00,2026-02-25,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-02-25T16:43:00,2026-02-25T18:43:00,FALSE,TRUE
EXC_SYN_0001091,PAY_SYN_0019142,CUST_SYN_000255,ACCT_SYN_000255,2026-02-19T12:52:00,2026-02-19,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-02-19T15:52:00,2026-02-19T20:52:00,TRUE,TRUE
EXC_SYN_0001092,PAY_SYN_0009502,CUST_SYN_000575,ACCT_SYN_000575,2026-01-25T13:25:00,2026-01-25,CUTOFF,R004,Payment missed the processing cutoff,LOW,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2026-01-25T21:25:00,TRUE,FALSE
EXC_SYN_0001093,PAY_SYN_0018342,CUST_SYN_000655,ACCT_SYN_000655,2026-03-07T13:58:00,2026-03-07,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2026-03-07T15:58:00,2026-03-07T17:58:00,TRUE,TRUE
EXC_SYN_0001094,PAY_SYN_0017472,CUST_SYN_000465,ACCT_SYN_001465,2026-01-25T13:41:00,2026-01-25,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2026-01-25T16:41:00,2026-01-25T17:41:00,TRUE,TRUE
EXC_SYN_0001095,PAY_SYN_0022326,CUST_SYN_000063,ACCT_SYN_001063,2026-01-02T18:12:00,2026-01-02,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-02T19:12:00,2026-01-03T02:12:00,FALSE,FALSE
EXC_SYN_0001096,PAY_SYN_0007757,CUST_SYN_000510,ACCT_SYN_000510,2025-11-27T19:42:00,2025-11-27,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2025-11-27T23:42:00,FALSE,TRUE
EXC_SYN_0001097,PAY_SYN_0022907,CUST_SYN_000060,ACCT_SYN_000060,2026-02-18T19:25:00,2026-02-18,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2026-02-18T22:25:00,2026-02-19T03:25:00,TRUE,TRUE
EXC_SYN_0001098,PAY_SYN_0020129,CUST_SYN_000774,ACCT_SYN_000774,2025-12-17T21:32:00,2025-12-17,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2025-12-17T22:32:00,2025-12-18T05:32:00,TRUE,TRUE
EXC_SYN_0001099,PAY_SYN_0016936,CUST_SYN_000133,ACCT_SYN_001133,2026-01-07T19:14:00,2026-01-07,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2026-01-08T04:03:00,2026-01-08T03:14:00,FALSE,FALSE
EXC_SYN_0001100,PAY_SYN_0011820,CUST_SYN_000841,ACCT_SYN_000841,2026-02-28T12:35:00,2026-02-28,VALIDATION,R001,Payment instruction failed validation,MEDIUM,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2026-02-28T20:35:00,TRUE,TRUE
EXC_SYN_0001101,PAY_SYN_0001291,CUST_SYN_000268,ACCT_SYN_001268,2026-02-23T14:25:00,2026-02-23,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-02-23T15:25:00,2026-02-23T18:25:00,FALSE,TRUE
EXC_SYN_0001102,PAY_SYN_0002739,CUST_SYN_000844,ACCT_SYN_000844,2025-12-05T22:34:00,2025-12-05,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2025-12-06T00:34:00,2025-12-06T06:34:00,FALSE,TRUE
EXC_SYN_0001103,PAY_SYN_0011223,CUST_SYN_000252,ACCT_SYN_001252,2026-03-11T16:35:00,2026-03-11,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-03-11T19:35:00,2026-03-12T00:35:00,TRUE,FALSE
EXC_SYN_0001104,PAY_SYN_0004397,CUST_SYN_000690,ACCT_SYN_000690,2026-01-01T21:26:00,2026-01-01,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2026-01-02T01:26:00,TRUE,TRUE
EXC_SYN_0001105,PAY_SYN_0013547,CUST_SYN_000240,ACCT_SYN_000240,2026-02-15T21:09:00,2026-02-15,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2026-02-15T23:09:00,2026-02-16T01:09:00,FALSE,TRUE
EXC_SYN_0001106,PAY_SYN_0020986,CUST_SYN_000983,ACCT_SYN_000983,2026-03-15T20:15:00,2026-03-15,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2026-03-16T05:11:00,2026-03-16T04:15:00,TRUE,FALSE
EXC_SYN_0001107,PAY_SYN_0019626,CUST_SYN_000163,ACCT_SYN_000163,2025-12-09T20:48:00,2025-12-09,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2025-12-09T21:48:00,2025-12-10T00:48:00,FALSE,TRUE
EXC_SYN_0001108,PAY_SYN_0010523,CUST_SYN_000852,ACCT_SYN_000852,2026-02-26T12:00:00,2026-02-26,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-02-26T20:00:00,FALSE,TRUE
EXC_SYN_0001109,PAY_SYN_0018870,CUST_SYN_000691,ACCT_SYN_000691,2025-12-08T09:02:00,2025-12-08,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2025-12-08T12:02:00,2025-12-08T17:02:00,FALSE,TRUE
EXC_SYN_0001110,PAY_SYN_0012536,CUST_SYN_000333,ACCT_SYN_000333,2026-02-01T15:17:00,2026-02-01,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-02-01T16:17:00,2026-02-01T23:17:00,FALSE,FALSE
EXC_SYN_0001111,PAY_SYN_0020563,CUST_SYN_000332,ACCT_SYN_000332,2026-01-13T11:59:00,2026-01-13,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-01-13T13:59:00,2026-01-13T19:59:00,FALSE,TRUE
EXC_SYN_0001112,PAY_SYN_0007317,CUST_SYN_000730,ACCT_SYN_000730,2025-12-06T16:50:00,2025-12-06,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2025-12-06T20:50:00,TRUE,TRUE
EXC_SYN_0001113,PAY_SYN_0017854,CUST_SYN_000599,ACCT_SYN_000599,2026-03-09T14:22:00,2026-03-09,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2026-03-09T19:25:00,2026-03-09T18:22:00,FALSE,TRUE
EXC_SYN_0001114,PAY_SYN_0004710,CUST_SYN_000271,ACCT_SYN_000271,2026-02-09T10:07:00,2026-02-09,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2026-02-09T12:07:00,2026-02-09T18:07:00,TRUE,FALSE
EXC_SYN_0001115,PAY_SYN_0001161,CUST_SYN_000958,ACCT_SYN_000958,2026-01-28T11:17:00,2026-01-28,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-28T14:17:00,2026-01-28T15:17:00,TRUE,TRUE
EXC_SYN_0001116,PAY_SYN_0008763,CUST_SYN_000232,ACCT_SYN_000232,2025-11-17T13:24:00,2025-11-17,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2025-11-17T17:24:00,FALSE,TRUE
EXC_SYN_0001117,PAY_SYN_0002358,CUST_SYN_000247,ACCT_SYN_000247,2026-02-04T18:22:00,2026-02-04,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2026-02-04T20:22:00,2026-02-05T02:22:00,TRUE,FALSE
EXC_SYN_0001118,PAY_SYN_0009180,CUST_SYN_000661,ACCT_SYN_000661,2025-11-21T10:29:00,2025-11-21,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2025-11-21T13:29:00,2025-11-21T14:29:00,TRUE,TRUE
EXC_SYN_0001119,PAY_SYN_0001670,CUST_SYN_000291,ACCT_SYN_000291,2025-11-28T11:32:00,2025-11-28,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-11-28T12:32:00,2025-11-28T19:32:00,FALSE,TRUE
EXC_SYN_0001120,PAY_SYN_0003595,CUST_SYN_000016,ACCT_SYN_001016,2025-11-24T16:20:00,2025-11-24,CURRENCY,R010,Currency handling exception,MEDIUM,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2025-11-25T00:20:00,FALSE,TRUE
EXC_SYN_0001121,PAY_SYN_0017580,CUST_SYN_000961,ACCT_SYN_000961,2025-11-28T11:08:00,2025-11-28,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2025-11-28T14:08:00,2025-11-28T19:08:00,FALSE,FALSE
EXC_SYN_0001122,PAY_SYN_0024131,CUST_SYN_000348,ACCT_SYN_000348,2025-12-08T12:38:00,2025-12-08,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2025-12-08T13:38:00,2025-12-08T20:38:00,TRUE,TRUE
EXC_SYN_0001123,PAY_SYN_0014567,CUST_SYN_000480,ACCT_SYN_000480,2025-12-05T19:03:00,2025-12-05,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2025-12-05T21:03:00,2025-12-05T23:03:00,FALSE,TRUE
EXC_SYN_0001124,PAY_SYN_0015230,CUST_SYN_000011,ACCT_SYN_001011,2026-03-08T12:37:00,2026-03-08,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2026-03-08T20:37:00,FALSE,TRUE
EXC_SYN_0001125,PAY_SYN_0008918,CUST_SYN_000467,ACCT_SYN_001467,2025-11-28T20:26:00,2025-11-28,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2025-11-28T21:26:00,2025-11-29T04:26:00,FALSE,FALSE
EXC_SYN_0001126,PAY_SYN_0008257,CUST_SYN_000010,ACCT_SYN_001010,2026-02-14T19:32:00,2026-02-14,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2026-02-14T21:32:00,2026-02-14T23:32:00,TRUE,TRUE
EXC_SYN_0001127,PAY_SYN_0024275,CUST_SYN_000176,ACCT_SYN_001176,2026-01-08T17:31:00,2026-01-08,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2026-01-08T22:48:00,2026-01-08T21:31:00,FALSE,TRUE
EXC_SYN_0001128,PAY_SYN_0024414,CUST_SYN_000319,ACCT_SYN_000319,2026-01-09T16:57:00,2026-01-09,SYSTEM,R007,Processing system unavailable,MEDIUM,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-01-10T00:57:00,FALSE,FALSE
EXC_SYN_0001129,PAY_SYN_0007078,CUST_SYN_000887,ACCT_SYN_000887,2025-11-24T21:38:00,2025-11-24,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2025-11-24T23:38:00,2025-11-25T01:38:00,TRUE,TRUE
